,casual,count,datetime,registered
1495,16,287,2011-06-28 07:00:00,273
1496,27,419,2011-06-28 08:00:00,386
1497,31,200,2011-06-28 09:00:00,167
1498,38,124,2011-06-28 10:00:00,82
1499,50,150,2011-06-28 11:00:00,106
1500,46,194,2011-06-28 12:00:00,147
1501,52,199,2011-06-28 13:00:00,148
1502,47,174,2011-06-28 14:00:00,122
1503,49,171,2011-06-28 15:00:00,121
1504,60,273,2011-06-28 16:00:00,215
1505,52,429,2011-06-28 17:00:00,387
1506,50,356,2011-06-28 18:00:00,318
1507,60,297,2011-06-28 19:00:00,237
1508,51,288,2011-06-28 20:00:00,224
1509,43,209,2011-06-28 21:00:00,163
1510,30,134,2011-06-28 22:00:00,100
1511,26,116,2011-06-28 23:00:00,90
1512,7,32,2011-06-29 00:00:00,26
1513,5,17,2011-06-29 01:00:00,9
1514,1,8,2011-06-29 02:00:00,7
1515,1,5,2011-06-29 03:00:00,3
1516,1,7,2011-06-29 04:00:00,5
1517,1,26,2011-06-29 05:00:00,23
1518,6,104,2011-06-29 06:00:00,96
1519,17,289,2011-06-29 07:00:00,271
1520,33,457,2011-06-29 08:00:00,424
1521,34,204,2011-06-29 09:00:00,173
1522,43,135,2011-06-29 10:00:00,94
1523,49,177,2011-06-29 11:00:00,124
1524,50,229,2011-06-29 12:00:00,181
1525,50,235,2011-06-29 13:00:00,188
1526,70,261,2011-06-29 14:00:00,194
1527,75,318,2011-06-29 15:00:00,237
1528,66,293,2011-06-29 16:00:00,230
1529,84,515,2011-06-29 17:00:00,424
1530,86,481,2011-06-29 18:00:00,401
1531,69,364,2011-06-29 19:00:00,301
1532,52,272,2011-06-29 20:00:00,209
1533,51,230,2011-06-29 21:00:00,190
1534,38,186,2011-06-29 22:00:00,146
1535,24,115,2011-06-29 23:00:00,90
1536,8,55,2011-06-30 00:00:00,43
1537,4,21,2011-06-30 01:00:00,15
1538,3,11,2011-06-30 02:00:00,7
1539,1,7,2011-06-30 03:00:00,5
1540,1,6,2011-06-30 04:00:00,4
1541,1,25,2011-06-30 05:00:00,24
1542,8,118,2011-06-30 06:00:00,108
1543,16,317,2011-06-30 07:00:00,302
1544,38,469,2011-06-30 08:00:00,422
1545,35,223,2011-06-30 09:00:00,186
1546,41,142,2011-06-30 10:00:00,97
1547,51,164,2011-06-30 11:00:00,118
1548,52,226,2011-06-30 12:00:00,180
1549,66,258,2011-06-30 13:00:00,190
1550,70,259,2011-06-30 14:00:00,195
1551,63,288,2011-06-30 15:00:00,225
1552,61,359,2011-06-30 16:00:00,290
1553,82,532,2011-06-30 17:00:00,442
1554,89,481,2011-06-30 18:00:00,402
1555,62,360,2011-06-30 19:00:00,285
1556,52,300,2011-06-30 20:00:00,230
1557,51,226,2011-06-30 21:00:00,175
1558,37,186,2011-06-30 22:00:00,145
1559,31,130,2011-06-30 23:00:00,92
1560,11,30,2011-07-20 00:00:00,23
1561,6,19,2011-07-20 01:00:00,15
1562,2,6,2011-07-20 02:00:00,4
1563,0,5,2011-07-20 03:00:00,4
1564,0,6,2011-07-20 04:00:00,5
1565,2,27,2011-07-20 05:00:00,25
1566,8,115,2011-07-20 06:00:00,108
1567,19,281,2011-07-20 07:00:00,266
1568,29,411,2011-07-20 08:00:00,378
1569,34,210,2011-07-20 09:00:00,175
1570,35,128,2011-07-20 10:00:00,94
1571,49,149,2011-07-20 11:00:00,101
1572,48,186,2011-07-20 12:00:00,139
1573,45,169,2011-07-20 13:00:00,127
1574,42,152,2011-07-20 14:00:00,110
1575,55,165,2011-07-20 15:00:00,110
1576,59,298,2011-07-20 16:00:00,221
1577,72,537,2011-07-20 17:00:00,468
1578,71,527,2011-07-20 18:00:00,447
1579,67,372,2011-07-20 19:00:00,313
1580,57,293,2011-07-20 20:00:00,234
1581,56,214,2011-07-20 21:00:00,164
1582,33,146,2011-07-20 22:00:00,113
1583,23,96,2011-07-20 23:00:00,69
1584,11,41,2011-07-21 00:00:00,31
1585,7,16,2011-07-21 01:00:00,11
1586,1,7,2011-07-21 02:00:00,6
1587,1,4,2011-07-21 03:00:00,3
1588,0,5,2011-07-21 04:00:00,5
1589,2,20,2011-07-21 05:00:00,20
1590,10,119,2011-07-21 06:00:00,107
1591,25,296,2011-07-21 07:00:00,280
1592,30,426,2011-07-21 08:00:00,392
1593,31,200,2011-07-21 09:00:00,175
1594,31,135,2011-07-21 10:00:00,95
1595,33,124,2011-07-21 11:00:00,89
1596,36,146,2011-07-21 12:00:00,120
1597,32,139,2011-07-21 13:00:00,117
1598,38,141,2011-07-21 14:00:00,105
1599,39,141,2011-07-21 15:00:00,108
1600,43,237,2011-07-21 16:00:00,197
1601,60,467,2011-07-21 17:00:00,409
1602,53,478,2011-07-21 18:00:00,426
1603,64,378,2011-07-21 19:00:00,307
1604,58,281,2011-07-21 20:00:00,236
1605,53,226,2011-07-21 21:00:00,183
1606,34,153,2011-07-21 22:00:00,122
1607,27,102,2011-07-21 23:00:00,72
1608,23,50,2011-07-22 00:00:00,34
1609,5,17,2011-07-22 01:00:00,12
1610,2,6,2011-07-22 02:00:00,5
1611,1,4,2011-07-22 03:00:00,3
1612,1,6,2011-07-22 04:00:00,5
1613,2,21,2011-07-22 05:00:00,19
1614,12,115,2011-07-22 06:00:00,108
1615,26,299,2011-07-22 07:00:00,281
1616,31,434,2011-07-22 08:00:00,401
1617,28,176,2011-07-22 09:00:00,153
1618,28,115,2011-07-22 10:00:00,86
1619,27,131,2011-07-22 11:00:00,89
1620,29,125,2011-07-22 12:00:00,112
1621,28,124,2011-07-22 13:00:00,110
1622,34,123,2011-07-22 14:00:00,99
1623,36,125,2011-07-22 15:00:00,102
1624,45,253,2011-07-22 16:00:00,203
1625,60,481,2011-07-22 17:00:00,433
1626,68,521,2011-07-22 18:00:00,457
1627,67,416,2011-07-22 19:00:00,342
1628,59,291,2011-07-22 20:00:00,227
1629,47,218,2011-07-22 21:00:00,178
1630,27,172,2011-07-22 22:00:00,148
1631,26,114,2011-07-22 23:00:00,81
1632,27,100,2011-07-23 00:00:00,74
1633,17,91,2011-07-23 01:00:00,73
1634,14,65,2011-07-23 02:00:00,52
1635,6,29,2011-07-23 03:00:00,20
1636,2,8,2011-07-23 04:00:00,6
1637,1,8,2011-07-23 05:00:00,7
1638,6,30,2011-07-23 06:00:00,26
1639,14,68,2011-07-23 07:00:00,59
1640,36,149,2011-07-23 08:00:00,117
1641,65,212,2011-07-23 09:00:00,151
1642,107,288,2011-07-23 10:00:00,181
1643,141,327,2011-07-23 11:00:00,202
1644,150,364,2011-07-23 12:00:00,205
1645,139,352,2011-07-23 13:00:00,203
1646,132,358,2011-07-23 14:00:00,200
1647,137,357,2011-07-23 15:00:00,199
1648,135,391,2011-07-23 16:00:00,207
1649,134,360,2011-07-23 17:00:00,194
1650,132,361,2011-07-23 18:00:00,208
1651,121,319,2011-07-23 19:00:00,201
1652,111,302,2011-07-23 20:00:00,180
1653,82,243,2011-07-23 21:00:00,151
1654,69,194,2011-07-23 22:00:00,140
1655,42,117,2011-07-23 23:00:00,80
1656,27,104,2011-07-24 00:00:00,82
1657,17,91,2011-07-24 01:00:00,74
1658,16,77,2011-07-24 02:00:00,57
1659,5,29,2011-07-24 03:00:00,20
1660,2,8,2011-07-24 04:00:00,6
1661,1,8,2011-07-24 05:00:00,7
1662,6,26,2011-07-24 06:00:00,22
1663,14,67,2011-07-24 07:00:00,48
1664,36,140,2011-07-24 08:00:00,99
1665,68,219,2011-07-24 09:00:00,151
1666,101,291,2011-07-24 10:00:00,193
1667,135,340,2011-07-24 11:00:00,220
1668,153,361,2011-07-24 12:00:00,206
1669,154,369,2011-07-24 13:00:00,220
1670,148,348,2011-07-24 14:00:00,202
1671,149,344,2011-07-24 15:00:00,202
1672,149,387,2011-07-24 16:00:00,210
1673,171,374,2011-07-24 17:00:00,223
1674,146,361,2011-07-24 18:00:00,216
1675,136,336,2011-07-24 19:00:00,195
1676,105,286,2011-07-24 20:00:00,166
1677,67,229,2011-07-24 21:00:00,145
1678,69,165,2011-07-24 22:00:00,130
1679,40,103,2011-07-24 23:00:00,75
1680,12,39,2011-07-25 00:00:00,28
1681,4,16,2011-07-25 01:00:00,10
1682,1,6,2011-07-25 02:00:00,5
1683,0,4,2011-07-25 03:00:00,3
1684,0,5,2011-07-25 04:00:00,5
1685,3,25,2011-07-25 05:00:00,22
1686,10,120,2011-07-25 06:00:00,108
1687,23,297,2011-07-25 07:00:00,274
1688,31,415,2011-07-25 08:00:00,386
1689,31,187,2011-07-25 09:00:00,158
1690,34,118,2011-07-25 10:00:00,82
1691,42,127,2011-07-25 11:00:00,92
1692,51,176,2011-07-25 12:00:00,124
1693,40,154,2011-07-25 13:00:00,123
1694,21,127,2011-07-25 14:00:00,104
1695,25,132,2011-07-25 15:00:00,113
1696,41,193,2011-07-25 16:00:00,124
1697,65,476,2011-07-25 17:00:00,424
1698,63,471,2011-07-25 18:00:00,438
1699,65,383,2011-07-25 19:00:00,319
1700,52,288,2011-07-25 20:00:00,240
1701,40,152,2011-07-25 21:00:00,129
1702,37,149,2011-07-25 22:00:00,115
1703,21,87,2011-07-25 23:00:00,73
1704,8,31,2011-07-26 00:00:00,22
1705,7,18,2011-07-26 01:00:00,11
1706,2,8,2011-07-26 02:00:00,6
1707,1,5,2011-07-26 03:00:00,3
1708,1,6,2011-07-26 04:00:00,4
1709,2,23,2011-07-26 05:00:00,24
1710,8,107,2011-07-26 06:00:00,97
1711,17,302,2011-07-26 07:00:00,278
1712,35,411,2011-07-26 08:00:00,379
1713,41,224,2011-07-26 09:00:00,180
1714,53,156,2011-07-26 10:00:00,96
1715,67,193,2011-07-26 11:00:00,130
1716,75,303,2011-07-26 12:00:00,229
1717,54,252,2011-07-26 13:00:00,193
1718,62,292,2011-07-26 14:00:00,231
1719,62,278,2011-07-26 15:00:00,218
1720,64,282,2011-07-26 16:00:00,212
1721,70,558,2011-07-26 17:00:00,494
1722,72,520,2011-07-26 18:00:00,439
1723,71,380,2011-07-26 19:00:00,313
1724,59,288,2011-07-26 20:00:00,235
1725,47,229,2011-07-26 21:00:00,182
1726,36,179,2011-07-26 22:00:00,131
1727,21,94,2011-07-26 23:00:00,69
1728,16,46,2011-07-27 00:00:00,32
1729,6,20,2011-07-27 01:00:00,11
1730,3,12,2011-07-27 02:00:00,7
1731,1,5,2011-07-27 03:00:00,4
1732,0,4,2011-07-27 04:00:00,4
1733,3,28,2011-07-27 05:00:00,24
1734,9,101,2011-07-27 06:00:00,89
1735,18,296,2011-07-27 07:00:00,273
1736,36,446,2011-07-27 08:00:00,414
1737,38,227,2011-07-27 09:00:00,184
1738,43,145,2011-07-27 10:00:00,95
1739,66,186,2011-07-27 11:00:00,129
1740,60,298,2011-07-27 12:00:00,230
1741,55,285,2011-07-27 13:00:00,214
1742,69,308,2011-07-27 14:00:00,242
1743,69,309,2011-07-27 15:00:00,237
1744,72,353,2011-07-27 16:00:00,274
1745,87,498,2011-07-27 17:00:00,409
1746,86,499,2011-07-27 18:00:00,434
1747,76,363,2011-07-27 19:00:00,285
1748,71,288,2011-07-27 20:00:00,218
1749,55,224,2011-07-27 21:00:00,168
1750,45,202,2011-07-27 22:00:00,152
1751,25,108,2011-07-27 23:00:00,90
1752,10,49,2011-07-28 00:00:00,40
1753,10,23,2011-07-28 01:00:00,14
1754,2,10,2011-07-28 02:00:00,8
1755,2,6,2011-07-28 03:00:00,4
1756,0,6,2011-07-28 04:00:00,5
1757,2,26,2011-07-28 05:00:00,25
1758,8,106,2011-07-28 06:00:00,99
1759,21,302,2011-07-28 07:00:00,278
1760,36,436,2011-07-28 08:00:00,398
1761,32,193,2011-07-28 09:00:00,163
1762,44,123,2011-07-28 10:00:00,77
1763,40,130,2011-07-28 11:00:00,92
1764,45,177,2011-07-28 12:00:00,134
1765,43,166,2011-07-28 13:00:00,128
1766,54,184,2011-07-28 14:00:00,125
1767,55,164,2011-07-28 15:00:00,110
1768,58,287,2011-07-28 16:00:00,214
1769,67,545,2011-07-28 17:00:00,479
1770,72,524,2011-07-28 18:00:00,441
1771,67,383,2011-07-28 19:00:00,322
1772,59,300,2011-07-28 20:00:00,236
1773,52,215,2011-07-28 21:00:00,163
1774,30,141,2011-07-28 22:00:00,101
1775,21,96,2011-07-28 23:00:00,71
1776,10,34,2011-07-29 00:00:00,26
1777,5,16,2011-07-29 01:00:00,11
1778,2,5,2011-07-29 02:00:00,3
1779,0,4,2011-07-29 03:00:00,3
1780,0,5,2011-07-29 04:00:00,4
1781,2,22,2011-07-29 05:00:00,20
1782,10,115,2011-07-29 06:00:00,106
1783,23,294,2011-07-29 07:00:00,274
1784,30,416,2011-07-29 08:00:00,386
1785,27,182,2011-07-29 09:00:00,164
1786,35,112,2011-07-29 10:00:00,81
1787,37,127,2011-07-29 11:00:00,81
1788,38,153,2011-07-29 12:00:00,133
1789,66,156,2011-07-29 13:00:00,132
1790,38,167,2011-07-29 14:00:00,171
1791,40,173,2011-07-29 15:00:00,178
1792,44,244,2011-07-29 16:00:00,204
1793,63,447,2011-07-29 17:00:00,396
1794,60,480,2011-07-29 18:00:00,421
1795,66,416,2011-07-29 19:00:00,344
1796,60,280,2011-07-29 20:00:00,216
1797,49,241,2011-07-29 21:00:00,188
1798,37,177,2011-07-29 22:00:00,143
1799,24,96,2011-07-29 23:00:00,72
1800,31,127,2011-07-30 00:00:00,93
1801,15,89,2011-07-30 01:00:00,72
1802,12,68,2011-07-30 02:00:00,52
1803,10,39,2011-07-30 03:00:00,21
1804,2,8,2011-07-30 04:00:00,6
1805,1,10,2011-07-30 05:00:00,7
1806,7,23,2011-07-30 06:00:00,19
1807,14,56,2011-07-30 07:00:00,36
1808,35,132,2011-07-30 08:00:00,98
1809,67,221,2011-07-30 09:00:00,159
1810,103,293,2011-07-30 10:00:00,192
1811,137,343,2011-07-30 11:00:00,209
1812,159,385,2011-07-30 12:00:00,226
1813,178,377,2011-07-30 13:00:00,200
1814,179,372,2011-07-30 14:00:00,193
1815,179,356,2011-07-30 15:00:00,196
1816,192,397,2011-07-30 16:00:00,196
1817,178,364,2011-07-30 17:00:00,199
1818,168,362,2011-07-30 18:00:00,185
1819,143,349,2011-07-30 19:00:00,177
1820,97,282,2011-07-30 20:00:00,162
1821,79,234,2011-07-30 21:00:00,147
1822,63,174,2011-07-30 22:00:00,128
1823,40,105,2011-07-30 23:00:00,76
1824,26,105,2011-07-31 00:00:00,79
1825,18,94,2011-07-31 01:00:00,76
1826,16,82,2011-07-31 02:00:00,58
1827,8,29,2011-07-31 03:00:00,20
1828,2,8,2011-07-31 04:00:00,6
1829,2,11,2011-07-31 05:00:00,9
1830,8,28,2011-07-31 06:00:00,20
1831,16,67,2011-07-31 07:00:00,49
1832,35,132,2011-07-31 08:00:00,98
1833,59,196,2011-07-31 09:00:00,139
1834,101,277,2011-07-31 10:00:00,174
1835,139,337,2011-07-31 11:00:00,188
1836,167,364,2011-07-31 12:00:00,202
1837,173,364,2011-07-31 13:00:00,195
1838,174,349,2011-07-31 14:00:00,186
1839,150,345,2011-07-31 15:00:00,191
1840,151,392,2011-07-31 16:00:00,196
1841,152,355,2011-07-31 17:00:00,190
1842,155,362,2011-07-31 18:00:00,211
1843,127,325,2011-07-31 19:00:00,205
1844,109,269,2011-07-31 20:00:00,165
1845,88,228,2011-07-31 21:00:00,151
1846,67,153,2011-07-31 22:00:00,100
1847,43,103,2011-07-31 23:00:00,70
1848,32,104,2011-08-20 00:00:00,77
1849,23,91,2011-08-20 01:00:00,67
1850,13,65,2011-08-20 02:00:00,49
1851,10,30,2011-08-20 03:00:00,20
1852,3,9,2011-08-20 04:00:00,7
1853,4,16,2011-08-20 05:00:00,10
1854,5,16,2011-08-20 06:00:00,11
1855,10,41,2011-08-20 07:00:00,29
1856,28,98,2011-08-20 08:00:00,72
1857,68,206,2011-08-20 09:00:00,140
1858,117,296,2011-08-20 10:00:00,189
1859,147,381,2011-08-20 11:00:00,236
1860,152,382,2011-08-20 12:00:00,229
1861,181,403,2011-08-20 13:00:00,232
1862,163,383,2011-08-20 14:00:00,215
1863,164,380,2011-08-20 15:00:00,223
1864,164,405,2011-08-20 16:00:00,228
1865,167,401,2011-08-20 17:00:00,221
1866,164,408,2011-08-20 18:00:00,251
1867,129,336,2011-08-20 19:00:00,215
1868,101,286,2011-08-20 20:00:00,170
1869,75,211,2011-08-20 21:00:00,134
1870,60,163,2011-08-20 22:00:00,115
1871,37,101,2011-08-20 23:00:00,77
1872,34,127,2011-08-21 00:00:00,90
1873,19,74,2011-08-21 01:00:00,59
1874,17,64,2011-08-21 02:00:00,49
1875,11,39,2011-08-21 03:00:00,23
1876,4,8,2011-08-21 04:00:00,4
1877,2,7,2011-08-21 05:00:00,5
1878,5,17,2011-08-21 06:00:00,12
1879,13,50,2011-08-21 07:00:00,38
1880,38,100,2011-08-21 08:00:00,63
1881,71,190,2011-08-21 09:00:00,118
1882,107,291,2011-08-21 10:00:00,175
1883,147,348,2011-08-21 11:00:00,201
1884,175,389,2011-08-21 12:00:00,220
1885,179,392,2011-08-21 13:00:00,233
1886,129,302,2011-08-21 14:00:00,98
1887,125,301,2011-08-21 15:00:00,173
1888,119,296,2011-08-21 16:00:00,171
1889,95,240,2011-08-21 17:00:00,147
1890,96,245,2011-08-21 18:00:00,150
1891,108,318,2011-08-21 19:00:00,193
1892,88,235,2011-08-21 20:00:00,125
1893,72,199,2011-08-21 21:00:00,124
1894,59,169,2011-08-21 22:00:00,117
1895,39,107,2011-08-21 23:00:00,81
1896,6,32,2011-08-22 00:00:00,28
1897,3,16,2011-08-22 01:00:00,12
1898,3,13,2011-08-22 02:00:00,8
1899,1,5,2011-08-22 03:00:00,4
1900,1,5,2011-08-22 04:00:00,5
1901,2,28,2011-08-22 05:00:00,26
1902,8,109,2011-08-22 06:00:00,100
1903,18,305,2011-08-22 07:00:00,273
1904,39,449,2011-08-22 08:00:00,404
1905,31,213,2011-08-22 09:00:00,183
1906,34,127,2011-08-22 10:00:00,94
1907,51,186,2011-08-22 11:00:00,126
1908,46,203,2011-08-22 12:00:00,167
1909,52,258,2011-08-22 13:00:00,190
1910,53,254,2011-08-22 14:00:00,196
1911,56,273,2011-08-22 15:00:00,215
1912,58,296,2011-08-22 16:00:00,238
1913,71,526,2011-08-22 17:00:00,436
1914,71,482,2011-08-22 18:00:00,418
1915,61,350,2011-08-22 19:00:00,262
1916,48,277,2011-08-22 20:00:00,209
1917,45,215,2011-08-22 21:00:00,186
1918,30,144,2011-08-22 22:00:00,107
1919,26,117,2011-08-22 23:00:00,88
1920,8,51,2011-08-23 00:00:00,41
1921,4,19,2011-08-23 01:00:00,13
1922,2,12,2011-08-23 02:00:00,9
1923,1,3,2011-08-23 03:00:00,3
1924,1,6,2011-08-23 04:00:00,4
1925,2,25,2011-08-23 05:00:00,23
1926,7,113,2011-08-23 06:00:00,103
1927,18,302,2011-08-23 07:00:00,279
1928,35,462,2011-08-23 08:00:00,414
1929,31,212,2011-08-23 09:00:00,183
1930,38,142,2011-08-23 10:00:00,97
1931,50,187,2011-08-23 11:00:00,126
1932,47,203,2011-08-23 12:00:00,162
1933,72,286,2011-08-23 13:00:00,218
1934,71,277,2011-08-23 14:00:00,217
1935,58,237,2011-08-23 15:00:00,168
1936,61,297,2011-08-23 16:00:00,232
1937,79,582,2011-08-23 17:00:00,490
1938,76,558,2011-08-23 18:00:00,466
1939,58,355,2011-08-23 19:00:00,277
1940,47,275,2011-08-23 20:00:00,191
1941,36,201,2011-08-23 21:00:00,171
1942,37,170,2011-08-23 22:00:00,138
1943,24,114,2011-08-23 23:00:00,95
1944,7,44,2011-08-24 00:00:00,38
1945,6,21,2011-08-24 01:00:00,15
1946,5,13,2011-08-24 02:00:00,7
1947,2,7,2011-08-24 03:00:00,4
1948,0,7,2011-08-24 04:00:00,5
1949,2,24,2011-08-24 05:00:00,22
1950,3,109,2011-08-24 06:00:00,101
1951,15,319,2011-08-24 07:00:00,310
1952,31,444,2011-08-24 08:00:00,428
1953,34,209,2011-08-24 09:00:00,173
1954,38,129,2011-08-24 10:00:00,95
1955,43,165,2011-08-24 11:00:00,119
1956,46,195,2011-08-24 12:00:00,147
1957,47,190,2011-08-24 13:00:00,137
1958,54,188,2011-08-24 14:00:00,127
1959,54,191,2011-08-24 15:00:00,135
1960,56,273,2011-08-24 16:00:00,226
1961,76,555,2011-08-24 17:00:00,483
1962,80,491,2011-08-24 18:00:00,425
1963,71,378,2011-08-24 19:00:00,317
1964,60,270,2011-08-24 20:00:00,220
1965,46,204,2011-08-24 21:00:00,158
1966,37,158,2011-08-24 22:00:00,114
1967,21,116,2011-08-24 23:00:00,88
1968,12,53,2011-08-25 00:00:00,37
1969,4,18,2011-08-25 01:00:00,12
1970,3,9,2011-08-25 02:00:00,5
1971,1,6,2011-08-25 03:00:00,5
1972,1,6,2011-08-25 04:00:00,4
1973,1,26,2011-08-25 05:00:00,25
1974,5,100,2011-08-25 06:00:00,94
1975,18,287,2011-08-25 07:00:00,256
1976,29,410,2011-08-25 08:00:00,379
1977,29,214,2011-08-25 09:00:00,183
1978,36,131,2011-08-25 10:00:00,92
1979,18,77,2011-08-25 11:00:00,44
1980,19,102,2011-08-25 12:00:00,48
1981,20,141,2011-08-25 13:00:00,109
1982,35,152,2011-08-25 14:00:00,125
1983,40,188,2011-08-25 15:00:00,148
1984,47,212,2011-08-25 16:00:00,143
1985,60,408,2011-08-25 17:00:00,348
1986,43,400,2011-08-25 18:00:00,352
1987,43,272,2011-08-25 19:00:00,232
1988,40,229,2011-08-25 20:00:00,197
1989,37,174,2011-08-25 21:00:00,142
1990,21,144,2011-08-25 22:00:00,121
1991,19,120,2011-08-25 23:00:00,94
1992,9,30,2011-08-26 00:00:00,23
1993,3,14,2011-08-26 01:00:00,11
1994,1,7,2011-08-26 02:00:00,6
1995,1,6,2011-08-26 03:00:00,4
1996,0,5,2011-08-26 04:00:00,4
1997,1,19,2011-08-26 05:00:00,18
1998,7,102,2011-08-26 06:00:00,97
1999,14,292,2011-08-26 07:00:00,269
2000,28,413,2011-08-26 08:00:00,389
2001,27,198,2011-08-26 09:00:00,169
2002,43,144,2011-08-26 10:00:00,94
2003,39,144,2011-08-26 11:00:00,105
2004,43,193,2011-08-26 12:00:00,139
2005,55,178,2011-08-26 13:00:00,127
2006,57,182,2011-08-26 14:00:00,122
2007,62,188,2011-08-26 15:00:00,134
2008,58,295,2011-08-26 16:00:00,243
2009,68,507,2011-08-26 17:00:00,461
2010,51,449,2011-08-26 18:00:00,414
2011,64,346,2011-08-26 19:00:00,310
2012,50,269,2011-08-26 20:00:00,237
2013,53,226,2011-08-26 21:00:00,170
2014,26,155,2011-08-26 22:00:00,120
2015,21,87,2011-08-26 23:00:00,73
2016,27,111,2011-08-27 00:00:00,81
2017,22,79,2011-08-27 01:00:00,64
2018,19,65,2011-08-27 02:00:00,50
2019,9,41,2011-08-27 03:00:00,24
2020,4,8,2011-08-27 04:00:00,5
2021,3,9,2011-08-27 05:00:00,6
2022,8,17,2011-08-27 06:00:00,14
2023,11,49,2011-08-27 07:00:00,32
2024,42,127,2011-08-27 08:00:00,79
2025,77,159,2011-08-27 09:00:00,79
2026,102,210,2011-08-27 10:00:00,113
2027,57,207,2011-08-27 11:00:00,66
2028,58,229,2011-08-27 12:00:00,57
2029,67,270,2011-08-27 13:00:00,89
2030,49,221,2011-08-27 14:00:00,70
2031,47,229,2011-08-27 15:00:00,74
2032,52,169,2011-08-27 16:00:00,92
2033,52,148,2011-08-27 17:00:00,113
2034,7,79,2011-08-28 07:00:00,26
2035,15,149,2011-08-28 08:00:00,76
2036,80,205,2011-08-28 09:00:00,118
2037,105,287,2011-08-28 10:00:00,196
2038,128,348,2011-08-28 11:00:00,230
2039,163,412,2011-08-28 12:00:00,236
2040,179,446,2011-08-28 13:00:00,243
2041,193,422,2011-08-28 14:00:00,232
2042,186,414,2011-08-28 15:00:00,231
2043,182,393,2011-08-28 16:00:00,243
2044,175,405,2011-08-28 17:00:00,227
2045,150,384,2011-08-28 18:00:00,222
2046,116,330,2011-08-28 19:00:00,213
2047,95,272,2011-08-28 20:00:00,158
2048,65,209,2011-08-28 21:00:00,139
2049,44,135,2011-08-28 22:00:00,105
2050,22,113,2011-08-28 23:00:00,80
2051,14,52,2011-08-29 00:00:00,38
2052,6,21,2011-08-29 01:00:00,16
2053,4,10,2011-08-29 02:00:00,8
2054,1,7,2011-08-29 03:00:00,5
2055,1,6,2011-08-29 04:00:00,4
2056,2,24,2011-08-29 05:00:00,21
2057,6,111,2011-08-29 06:00:00,102
2058,17,316,2011-08-29 07:00:00,301
2059,40,491,2011-08-29 08:00:00,451
2060,31,214,2011-08-29 09:00:00,185
2061,35,124,2011-08-29 10:00:00,95
2062,42,154,2011-08-29 11:00:00,114
2063,48,201,2011-08-29 12:00:00,159
2064,50,212,2011-08-29 13:00:00,170
2065,55,200,2011-08-29 14:00:00,156
2066,53,199,2011-08-29 15:00:00,153
2067,62,307,2011-08-29 16:00:00,251
2068,72,547,2011-08-29 17:00:00,488
2069,65,492,2011-08-29 18:00:00,417
2070,61,358,2011-08-29 19:00:00,283
2071,48,270,2011-08-29 20:00:00,201
2072,45,229,2011-08-29 21:00:00,180
2073,37,170,2011-08-29 22:00:00,138
2074,22,105,2011-08-29 23:00:00,88
2075,15,53,2011-08-30 00:00:00,41
2076,5,21,2011-08-30 01:00:00,15
2077,3,12,2011-08-30 02:00:00,6
2078,1,6,2011-08-30 03:00:00,4
2079,1,8,2011-08-30 04:00:00,5
2080,1,22,2011-08-30 05:00:00,22
2081,7,113,2011-08-30 06:00:00,103
2082,18,326,2011-08-30 07:00:00,302
2083,40,488,2011-08-30 08:00:00,442
2084,30,207,2011-08-30 09:00:00,180
2085,42,149,2011-08-30 10:00:00,100
2086,50,172,2011-08-30 11:00:00,121
2087,52,231,2011-08-30 12:00:00,172
2088,61,230,2011-08-30 13:00:00,178
2089,66,244,2011-08-30 14:00:00,174
2090,54,209,2011-08-30 15:00:00,161
2091,55,310,2011-08-30 16:00:00,255
2092,78,581,2011-08-30 17:00:00,501
2093,67,543,2011-08-30 18:00:00,471
2094,50,358,2011-08-30 19:00:00,279
2095,44,270,2011-08-30 20:00:00,186
2096,39,208,2011-08-30 21:00:00,165
2097,29,166,2011-08-30 22:00:00,136
2098,22,122,2011-08-30 23:00:00,101
2099,10,36,2011-08-31 00:00:00,25
2100,5,19,2011-08-31 01:00:00,15
2101,5,14,2011-08-31 02:00:00,5
2102,3,8,2011-08-31 03:00:00,4
2103,1,7,2011-08-31 04:00:00,4
2104,1,24,2011-08-31 05:00:00,23
2105,5,110,2011-08-31 06:00:00,100
2106,12,326,2011-08-31 07:00:00,302
2107,30,435,2011-08-31 08:00:00,414
2108,34,210,2011-08-31 09:00:00,175
2109,36,135,2011-08-31 10:00:00,92
2110,49,170,2011-08-31 11:00:00,120
2111,50,218,2011-08-31 12:00:00,160
2112,59,220,2011-08-31 13:00:00,164
2113,56,196,2011-08-31 14:00:00,139
2114,54,205,2011-08-31 15:00:00,154
2115,48,286,2011-08-31 16:00:00,244
2116,77,584,2011-08-31 17:00:00,501
2117,74,519,2011-08-31 18:00:00,426
2118,66,385,2011-08-31 19:00:00,313
2119,48,275,2011-08-31 20:00:00,209
2120,33,195,2011-08-31 21:00:00,162
2121,25,140,2011-08-31 22:00:00,112
2122,22,90,2011-08-31 23:00:00,71
2123,10,38,2011-09-20 00:00:00,33
2124,1,11,2011-09-20 01:00:00,9
2125,1,6,2011-09-20 02:00:00,5
2126,1,4,2011-09-20 03:00:00,3
2127,1,4,2011-09-20 04:00:00,4
2128,1,20,2011-09-20 05:00:00,20
2129,6,97,2011-09-20 06:00:00,91
